state,year,week,incidence
Kedah,2017,33,0
Kedah,2017,34,0
Kedah,2017,35,0
Kedah,2017,36,0
Kedah,2017,37,1
Kedah,2017,38,0
Kedah,2017,39,0
Kedah,2017,40,0
Kedah,2017,41,0
Kedah,2017,42,0
Kedah,2017,43,0
Kedah,2017,44,1
Kedah,2017,45,0
Kedah,2017,46,0
Kedah,2017,47,0
Kedah,2017,48,0
Kedah,2017,49,0
Kedah,2017,50,0
Kedah,2017,51,0
Kedah,2017,52,0
Kelantan,2010,1,2
Kelantan,2010,2,3
Kelantan,2010,3,4
Kelantan,2010,4,3
Kelantan,2010,5,7
Kelantan,2010,6,0
Kelantan,2010,7,4
Kelantan,2010,8,3
Kelantan,2010,9,0
Kelantan,2010,10,3
Kelantan,2010,11,3
Kelantan,2010,12,7
Kelantan,2010,13,5
Kelantan,2010,14,4
Kelantan,2010,15,4
Kelantan,2010,16,3
Kelantan,2010,17,1
Kelantan,2010,18,4
Kelantan,2010,19,3
Kelantan,2010,20,3
Kelantan,2010,21,7
Kelantan,2010,22,4
Kelantan,2010,23,3
Kelantan,2010,24,3
Kelantan,2010,25,5
Kelantan,2010,26,6
Kelantan,2010,27,3
Kelantan,2010,28,4
Kelantan,2010,29,17
Kelantan,2010,30,12
Kelantan,2010,31,16
Kelantan,2010,32,15
Kelantan,2010,33,17
Kelantan,2010,34,19
Kelantan,2010,35,30
Kelantan,2010,36,11
Kelantan,2010,37,7
Kelantan,2010,38,2
Kelantan,2010,39,3
Kelantan,2010,40,4
Kelantan,2010,41,3
Kelantan,2010,42,2
Kelantan,2010,43,1
Kelantan,2010,44,3
Kelantan,2010,45,2
Kelantan,2010,46,0
Kelantan,2010,47,2
Kelantan,2010,48,0
Kelantan,2010,49,2
Kelantan,2010,50,3
Kelantan,2010,51,3
Kelantan,2010,52,4
Kelantan,2011,1,3
Kelantan,2011,2,0
Kelantan,2011,3,2
Kelantan,2011,4,0
Kelantan,2011,5,2
Kelantan,2011,6,0
Kelantan,2011,7,2
Kelantan,2011,8,0
Kelantan,2011,9,0
Kelantan,2011,10,0
Kelantan,2011,11,0
Kelantan,2011,12,1
Kelantan,2011,13,2
Kelantan,2011,14,0
Kelantan,2011,15,1
Kelantan,2011,16,1
Kelantan,2011,17,0
Kelantan,2011,18,1
Kelantan,2011,19,0
Kelantan,2011,20,0
Kelantan,2011,21,0
Kelantan,2011,22,1
Kelantan,2011,23,0
Kelantan,2011,24,2
Kelantan,2011,25,1
Kelantan,2011,26,1
Kelantan,2011,27,1
Kelantan,2011,28,1
Kelantan,2011,29,2
Kelantan,2011,30,0
Kelantan,2011,31,1
Kelantan,2011,32,1
Kelantan,2011,33,0
Kelantan,2011,34,0
Kelantan,2011,35,0
Kelantan,2011,36,0
Kelantan,2011,37,1
Kelantan,2011,38,0
Kelantan,2011,39,0
Kelantan,2011,40,0
Kelantan,2011,41,1
Kelantan,2011,42,1
Kelantan,2011,43,1
Kelantan,2011,44,1
Kelantan,2011,45,2
Kelantan,2011,46,0
Kelantan,2011,47,1
Kelantan,2011,48,0
Kelantan,2011,49,1
Kelantan,2011,50,1
Kelantan,2011,51,1
Kelantan,2011,52,1
Kelantan,2012,1,0
Kelantan,2012,2,0
Kelantan,2012,3,0
Kelantan,2012,4,1
Kelantan,2012,5,1
Kelantan,2012,6,0
Kelantan,2012,7,2
Kelantan,2012,8,0
Kelantan,2012,9,0
Kelantan,2012,10,0
Kelantan,2012,11,2
