state,year,week,incidence
Kelantan,2012,12,95
Kelantan,2012,13,136
Kelantan,2012,14,112
Kelantan,2012,15,78
Kelantan,2012,16,91
Kelantan,2012,17,80
Kelantan,2012,18,56
Kelantan,2012,19,40
Kelantan,2012,20,51
Kelantan,2012,21,27
Kelantan,2012,22,34
Kelantan,2012,23,27
Kelantan,2012,24,26
Kelantan,2012,25,31
Kelantan,2012,26,18
Kelantan,2012,27,13
Kelantan,2012,28,13
Kelantan,2012,29,22
Kelantan,2012,30,16
Kelantan,2012,31,5
Kelantan,2012,32,6
Kelantan,2012,33,4
Kelantan,2012,34,2
Kelantan,2012,35,2
Kelantan,2012,36,1
Kelantan,2012,37,0
Kelantan,2012,38,1
Kelantan,2012,39,3
Kelantan,2012,40,1
Kelantan,2012,41,0
Kelantan,2012,42,5
Kelantan,2012,43,1
Kelantan,2012,44,0
Kelantan,2012,45,6
Kelantan,2012,46,2
Kelantan,2012,47,1
Kelantan,2012,48,5
Kelantan,2012,49,0
Kelantan,2012,50,1
Kelantan,2012,51,2
Kelantan,2012,52,1
Kelantan,2013,1,5
Kelantan,2013,2,4
Kelantan,2013,3,6
Kelantan,2013,4,6
Kelantan,2013,5,5
Kelantan,2013,6,6
Kelantan,2013,7,2
Kelantan,2013,8,11
Kelantan,2013,9,10
Kelantan,2013,10,13
Kelantan,2013,11,20
Kelantan,2013,12,7
Kelantan,2013,13,7
Kelantan,2013,14,6
Kelantan,2013,15,8
Kelantan,2013,16,12
Kelantan,2013,17,12
Kelantan,2013,18,2
Kelantan,2013,19,15
Kelantan,2013,20,20
Kelantan,2013,21,6
Kelantan,2013,22,12
Kelantan,2013,23,8
Kelantan,2013,24,8
Kelantan,2013,25,18
Kelantan,2013,26,6
Kelantan,2013,27,8
Kelantan,2013,28,9
Kelantan,2013,29,6
Kelantan,2013,30,9
Kelantan,2013,31,8
Kelantan,2013,32,1
Kelantan,2013,33,4
Kelantan,2013,34,9
Kelantan,2013,35,11
Kelantan,2013,36,4
Kelantan,2013,37,9
Kelantan,2013,38,8
Kelantan,2013,39,7
Kelantan,2013,40,8
Kelantan,2013,41,5
Kelantan,2013,42,4
Kelantan,2013,43,8
Kelantan,2013,44,6
Kelantan,2013,45,5
Kelantan,2013,46,4
Kelantan,2013,47,3
Kelantan,2013,48,11
Kelantan,2013,49,5
Kelantan,2013,50,6
Kelantan,2013,51,8
Kelantan,2013,52,0
Kelantan,2014,1,11
Kelantan,2014,2,5
Kelantan,2014,3,6
Kelantan,2014,4,6
Kelantan,2014,5,4
Kelantan,2014,6,6
Kelantan,2014,7,9
Kelantan,2014,8,9
Kelantan,2014,9,15
Kelantan,2014,10,20
Kelantan,2014,11,20
Kelantan,2014,12,15
Kelantan,2014,13,10
Kelantan,2014,14,20
Kelantan,2014,15,14
Kelantan,2014,16,10
Kelantan,2014,17,6
Kelantan,2014,18,13
Kelantan,2014,19,11
Kelantan,2014,20,9
Kelantan,2014,21,6
Kelantan,2014,22,7
Kelantan,2014,23,5
Kelantan,2014,24,5
Kelantan,2014,25,6
Kelantan,2014,26,7
Kelantan,2014,27,6
Kelantan,2014,28,11
Kelantan,2014,29,3
Kelantan,2014,30,8
Kelantan,2014,31,4
Kelantan,2014,32,8
Kelantan,2014,33,9
Kelantan,2014,34,17
Kelantan,2014,35,13
Kelantan,2014,36,8
Kelantan,2014,37,13
Kelantan,2014,38,12
Kelantan,2014,39,22
Kelantan,2014,40,19
Kelantan,2014,41,10
Kelantan,2014,42,31
Kelantan,2014,43,24
Kelantan,2014,44,22
Kelantan,2014,45,20
Kelantan,2014,46,19
Kelantan,2014,47,33
Kelantan,2014,48,27
Kelantan,2014,49,24
Kelantan,2014,50,21
Kelantan,2014,51,15
Kelantan,2014,52,7
Kelantan,2014,53,7
Kelantan,2015,1,11
Kelantan,2015,2,20
Kelantan,2015,3,11
Kelantan,2015,4,17
Kelantan,2015,5,9
Kelantan,2015,6,13
Kelantan,2015,7,12
Kelantan,2015,8,14
Kelantan,2015,9,9
Kelantan,2015,10,9
Kelantan,2015,11,11
Kelantan,2015,12,6
Kelantan,2015,13,3
Kelantan,2015,14,6
Kelantan,2015,15,6
Kelantan,2015,16,7
Kelantan,2015,17,3
Kelantan,2015,18,3
Kelantan,2015,19,5
Kelantan,2015,20,2
Kelantan,2015,21,1
Kelantan,2015,22,3
Kelantan,2015,23,3
Kelantan,2015,24,2
Kelantan,2015,25,2
Kelantan,2015,26,1
Kelantan,2015,27,0
Kelantan,2015,28,0
Kelantan,2015,29,3
Kelantan,2015,30,1
Kelantan,2015,31,3
Kelantan,2015,32,0
